date,price
1999-02-18,1.8
1999-02-18,1.806
1999-02-18,1.838
1999-02-17,1.8
1999-02-17,1.776
1999-02-17,1.86
1999-02-17,1.833
1999-02-17,1.79
1999-02-16,1.79
1999-02-16,1.821
1999-02-16,1.795
1999-02-16,1.851
1999-02-16,1.874
1999-02-12,1.835
1999-02-12,1.888
1999-02-12,1.82
1999-02-12,1.865
1999-02-12,1.807
1999-02-11,1.911
1999-02-11,1.837
1999-02-11,1.891
1999-02-11,1.78
1999-02-11,1.866
1999-02-10,1.815
1999-02-10,1.775
1999-02-10,1.88
1999-02-10,1.8
1999-02-10,1.852
1999-02-09,1.82
1999-02-09,1.87
1999-02-09,1.893
1999-02-09,1.838
1999-02-09,1.915
1999-02-08,1.81
1999-02-08,1.818
1999-02-08,1.876
1999-02-08,1.9
1999-02-08,1.851
1999-02-05,1.8
1999-02-05,1.89
1999-02-05,1.865
1999-02-05,1.84
1999-02-05,1.81
1999-02-04,1.855
1999-02-04,1.79
1999-02-04,1.882
1999-02-04,1.829
1999-02-04,1.902
1999-02-03,1.805
1999-02-03,1.765
1999-02-03,1.835
1999-02-03,1.8
1999-02-03,1.868
1999-02-02,1.851
1999-02-02,1.907
1999-02-02,1.78
1999-02-02,1.818
1999-02-02,1.878
1999-02-01,1.744
1999-02-01,1.824
1999-02-01,1.784
1999-02-01,1.75
1999-02-01,1.855
1999-01-29,1.777
1999-01-29,1.866
1999-01-29,1.803
1999-01-29,1.83
1999-01-29,1.838
1999-01-28,1.86
1999-01-28,1.89
1999-01-28,1.907
1999-01-28,1.75
1999-01-28,1.922
1999-01-27,1.75
1999-01-27,1.81
1999-01-27,1.851
1999-01-27,1.826
1999-01-27,1.871
1999-01-26,1.824
1999-01-26,1.75
1999-01-26,1.79
1999-01-26,1.73
1999-01-26,1.714
1999-01-25,1.784
1999-01-25,1.714
1999-01-25,1.822
1999-01-25,1.744
1999-01-25,1.76
1999-01-22,1.778
1999-01-22,1.82
1999-01-22,1.865
1999-01-22,1.805
1999-01-22,1.835
1999-01-21,1.85
1999-01-21,1.892
1999-01-21,1.921
1999-01-21,1.908
1999-01-21,1.932
1999-01-20,1.827
1999-01-20,1.856
1999-01-20,1.81
1999-01-20,1.874
1999-01-20,1.839
1999-01-19,1.825
1999-01-19,1.817
1999-01-19,1.77
1999-01-19,1.844
1999-01-19,1.864
1999-01-15,1.86
1999-01-15,1.78
1999-01-15,1.837
1999-01-15,1.822
1999-01-15,1.796
1999-01-14,1.867
1999-01-14,1.832
1999-01-14,1.809
1999-01-14,1.77
1999-01-14,1.845
1999-01-13,1.84
1999-01-13,1.799
